noun,adjective,turker_judgment,wiki_similarity,ldp_similarity
breakfast,cooking,3.0,0.45037660002708435,0.4322485625743866
chocolate,cooking,3.3333333333333335,0.4179130494594574,0.37726259231567383
meal,cooking,3.5,0.5925516486167908,0.31046900153160095
outfit,cooler,2.3333333333333335,0.2973819971084595,0.20093610882759094
dagger,copper,2.6666666666666665,0.3585595190525055,0.6317871809005737
cat,copy,3.0,0.296822190284729,0.14200164377689362
bed,coral,2.6666666666666665,0.36638492345809937,-0.08346682786941528
piece,coral,2.25,0.3492167592048645,0.06595537811517715
reef,coral,4.333333333333333,0.8010931611061096,nan
snake,coral,2.6666666666666665,0.4992361068725586,0.5458328723907471
tile,cork,2.0,0.4320708215236664,nan
cookie,corn,1.5,0.31774771213531494,0.6134648323059082
fan,corn,1.3333333333333333,0.3200274109840393,0.3318745493888855
movie,corn,2.0,0.358662486076355,0.016530290246009827
house,corner,2.6666666666666665,0.5051209330558777,0.38083213567733765
piece,corner,3.0,0.3925425410270691,0.604790210723877
cheese,cottage,3.5,0.5345349311828613,0.4813985228538513
ball,cotton,2.0,0.42165741324424744,0.10744324326515198
candy,cotton,3.25,0.4813276529312134,0.2903233766555786
lining,cotton,2.6666666666666665,0.3987419605255127,0.39348071813583374
shirt,cotton,5.0,0.5066370368003845,-0.15969839692115784
drop,cough,3.3333333333333335,0.37169894576072693,0.169038325548172
medicine,cough,2.6666666666666665,0.44552308320999146,0.45230183005332947
syrup,cough,3.3333333333333335,0.5574945211410522,0.5768121480941772
air,country,2.6666666666666665,0.4285937249660492,0.479561984539032
house,country,3.0,0.5239805579185486,0.546513557434082
lane,country,3.5,0.3864406943321228,nan
mansion,country,3.0,0.414947509765625,0.49122723937034607
mouse,country,3.0,0.297009140253067,0.5881103277206421
music,country,3.0,0.5070772171020508,-0.045613326132297516
road,country,3.25,0.518274188041687,0.476983904838562
breathing,countryside,3.0,0.2676762640476227,nan
piece,couple,1.5,0.37702563405036926,0.5079783201217651
stair,couple,2.5,0.2526435852050781,0.0771927684545517
boy,cow,1.5,0.5126757025718689,0.3570992946624756
manure,cow,4.666666666666667,0.5766474008560181,nan
line,crab,2.5,0.3681139051914215,0.05620844289660454
box,cracker,2.6666666666666665,0.42899197340011597,0.25690218806266785
sandwich,cracker,2.3333333333333335,0.4012220501899719,0.7518463134765625
juice,cranberry,4.0,0.5380063056945801,0.15663272142410278
station,crane,2.0,0.4134068489074707,0.4257100224494934
pile,crayon,2.5,0.3234846591949463,0.41863012313842773
cake,cream,2.75,0.5416419506072998,0.509469747543335
cheese,cream,3.0,0.48817867040634155,0.5380775928497314
chocolate,cream,3.0,0.5487035512924194,0.6598883867263794
cone,cream,2.5,0.43003910779953003,0.5842406749725342
sandwich,cream,2.6666666666666665,0.376571923494339,0.5449769496917725
taste,cream,2.6666666666666665,0.45525702834129333,0.28799593448638916
truck,cream,2.0,0.39023372530937195,0.17598000168800354
tub,cream,2.0,0.47955113649368286,0.2466336339712143
mark,crease,3.0,0.32338857650756836,nan
moon,crescent,2.5,0.5891400575637817,nan
snake,crescent,1.6666666666666667,0.4022212624549866,nan
brown,crispy,3.0,0.4965514540672302,0.2613353431224823
patty,crispy,3.0,0.5502342581748962,0.7485029697418213
piece,crispy,2.3333333333333335,0.319002628326416,0.07358149439096451
worm,crispy,2.0,0.3049185574054718,0.4291214346885681
dinner,crocodile,1.6666666666666667,0.3603810966014862,0.14977283775806427
stroke,croquet,2.0,0.3822821080684662,nan
bun,cross,2.5,0.2624775171279907,0.4093136787414551
loaf,crusty,3.6666666666666665,0.4555278718471527,nan
roll,crusty,3.0,0.362913578748703,nan
top,crusty,2.25,0.3290681838989258,nan
baby,cry,4.5,0.5276064276695251,0.23947203159332275
grandma,cry,2.5,0.39098212122917175,0.15402884781360626
cave,crystal,2.3333333333333335,0.34523874521255493,0.6871935129165649
piece,crystal,2.3333333333333335,0.3542258143424988,0.046220965683460236
group,cub,2.0,0.31543394923210144,0.5010662078857422
clock,cuckoo,2.3333333333333335,0.5347138047218323,0.23965314030647278
store,cum,1.5,0.2650756239891052,nan
cake,cup,3.5,0.4698118269443512,0.4089970290660858
honey,cup,2.0,0.43491822481155396,0.2767269015312195
mom,cup,2.0,0.3441721796989441,0.15201687812805176
mommy,cup,1.0,0.32692950963974,0.20590375363826752
sugar,cup,2.0,0.42136168479919434,0.5473204851150513
sweet,cup,1.5,0.4237864017486572,-0.027241084724664688
door,cupboard,2.6666666666666665,0.5049304962158203,nan
stone,curb,3.0,0.31968873739242554,0.6906771659851074
brush,curling,3.0,0.3013819456100464,nan
tong,curling,2.0,0.38909900188446045,nan
boy,curly,2.0,0.3501662611961365,0.4079146385192871
hair,curly,3.0,0.6111195087432861,0.24382109940052032
head,curly,2.6666666666666665,0.40529435873031616,0.1177525445818901
string,curly,3.0,0.41653144359588623,0.3895588517189026
tail,curly,2.3333333333333335,0.4495626389980316,0.3866497874259949
rice,curry,2.75,0.5286980271339417,nan
letter,cursive,3.3333333333333335,0.46804919838905334,0.14019005000591278
rail,curtain,3.0,0.36655551195144653,0.43150919675827026
ring,curtain,2.6666666666666665,0.3886519968509674,0.3665320575237274
window,curtain,3.0,0.43440088629722595,0.42680391669273376
piece,curve,2.75,0.3755948543548584,0.28932416439056396
apple,cut,2.6666666666666665,0.2892533242702484,0.2660694420337677
bread,cut,4.0,0.34684592485427856,0.2841930389404297
dude,cut,2.3333333333333335,0.28781411051750183,0.10630861669778824
glass,cut,4.0,0.33541440963745117,0.13248249888420105
grass,cut,5.0,0.38034212589263916,0.07328156381845474
hair,cut,4.5,0.4279705882072449,0.23081693053245544
piece,cut,3.0,0.39298015832901,0.2515854239463806
stick,cut,3.0,0.48144352436065674,0.6000733375549316
tree,cut,3.0,0.30972111225128174,-0.015410564839839935
trunk,cut,2.0,0.30887189507484436,0.07750377058982849
hedge,cutter,2.0,0.2385464608669281,nan
mom,cutter,1.0,0.34497174620628357,-0.020268894731998444
board,cutting,4.25,0.37838488817214966,-0.023734334856271744
edge,cutting,3.0,0.5731996893882751,0.19908882677555084
gas,cylinder,2.3333333333333335,0.5400643348693848,0.5351381301879883
hand,dad,3.5,0.3689020276069641,0.051213692873716354
award,daddy,2.3333333333333335,0.22210100293159485,0.0719718486070633
bear,daddy,3.0,0.3154817223548889,0.22686952352523804
bird,daddy,3.3333333333333335,0.38001468777656555,0.20747166872024536
book,daddy,3.0,0.36088651418685913,0.1443524956703186
bug,daddy,3.0,0.35770338773727417,0.012535689398646355
burp,daddy,3.0,0.3878753185272217,0.19734230637550354
car,daddy,3.0,0.4209205210208893,0.27665719389915466
card,daddy,1.6666666666666667,0.30629557371139526,0.3494302034378052
chair,daddy,2.0,0.33813607692718506,0.12021215260028839
chin,daddy,2.5,0.36743536591529846,0.1846628487110138
church,daddy,1.0,0.33826500177383423,0.34745410084724426
company,daddy,3.5,0.33420735597610474,0.08332553505897522
cow,daddy,4.0,0.3598971962928772,0.2749443054199219
crown,daddy,1.6666666666666667,0.3218722343444824,0.30179738998413086
dinosaur,daddy,3.0,0.441471129655838,0.23537930846214294
drive,daddy,2.0,0.22239172458648682,-0.013306534849107265
ear,daddy,2.3333333333333335,0.33628058433532715,0.21188649535179138
elephant,daddy,3.3333333333333335,0.4126349985599518,0.1962677538394928
face,daddy,3.3333333333333335,0.2796314060688019,0.22847077250480652
fish,daddy,3.0,0.3459109961986542,-0.005641948897391558
foot,daddy,4.0,0.31477415561676025,0.14293068647384644
glasses,daddy,2.3333333333333335,0.31816989183425903,0.22185668349266052
gorilla,daddy,3.6666666666666665,0.4253593683242798,0.08841715008020401
hand,daddy,3.0,0.33118876814842224,0.09861434251070023
headache,daddy,3.5,0.3191750645637512,0.27917057275772095
hippo,daddy,3.0,0.45797884464263916,0.2416968047618866
horse,daddy,3.6666666666666665,0.3926983177661896,0.2273906171321869
house,daddy,3.0,0.43514284491539,0.16511711478233337
key,daddy,1.5,0.2807573080062866,0.3643200695514679
king,daddy,5.666666666666667,0.4407896399497986,0.21103452146053314
kiss,daddy,2.3333333333333335,0.3898686170578003,0.36692556738853455
lion,daddy,3.6666666666666665,0.3804526627063751,0.26370769739151
mom,daddy,1.0,0.6330256462097168,0.7775638699531555
picture,daddy,2.6666666666666665,0.33665764331817627,0.19224309921264648
pirate,daddy,3.6666666666666665,0.3010968863964081,0.17849354445934296
pop,daddy,1.5,0.395018994808197,0.07881497591733932
rooster,daddy,5.0,0.3770598769187927,0.25598394870758057
sings,daddy,3.5,0.3020501732826233,0.046790480613708496
tiger,daddy,3.0,0.43000349402427673,0.2703225314617157
travels,daddy,3.0,0.22133830189704895,-0.04238918796181679
waffle,daddy,1.6666666666666667,0.3020481467247009,0.13421112298965454
yell,daddy,2.5,0.34777194261550903,0.09317956119775772
barn,dairy,3.5,0.5416268706321716,nan
dog,dalmatian,2.75,0.5856401920318604,nan
bush,dam,2.0,0.31224524974823,nan
contest,dance,3.0,0.3867824077606201,0.09636335074901581
floor,dance,2.6666666666666665,0.4660749137401581,-0.07197447121143341
music,dance,4.0,0.6570901274681091,0.3617253601551056
room,dance,3.0,0.4377709925174713,0.04388122260570526
bud,dancing,2.0,0.2731028199195862,0.03908125311136246
honey,dancing,1.0,0.4260595738887787,-0.09144730865955353
shoe,dancing,2.5,0.3915520906448364,0.0720086544752121
troop,dancing,2.5,0.40226805210113525,nan
ball,dark,3.3333333333333335,0.3189700245857239,0.1943756639957428
bath,dark,1.3333333333333333,0.36286017298698425,0.1112319752573967
bikini,dark,3.3333333333333335,0.29657742381095886,0.2263915240764618
brown,dark,3.6666666666666665,0.6681177616119385,0.5654754638671875
ceiling,dark,3.6666666666666665,0.37195849418640137,0.33002597093582153
chap,dark,2.0,0.30372241139411926,nan
cloud,dark,4.0,0.4841870069503784,0.5602786540985107
color,dark,4.0,0.4881315529346466,0.26046618819236755
eye,dark,4.5,0.4482066333293915,0.299186646938324
flower,dark,3.3333333333333335,0.36258599162101746,0.6729363799095154
food,dark,3.6666666666666665,0.36392420530319214,0.11465375125408173
forest,dark,3.0,0.44366225600242615,0.45650219917297363
glasses,dark,3.0,0.3951244354248047,0.12064753472805023
green,dark,4.0,0.5886375904083252,0.5514346361160278
hair,dark,3.75,0.4895959496498108,0.1394394487142563
leaf,dark,3.6666666666666665,0.3715743124485016,0.4463881254196167
light,dark,2.5,0.6721941232681274,0.4503762722015381
line,dark,4.333333333333333,0.4038248658180237,0.2608622610569
lollipop,dark,3.0,0.28405648469924927,0.41856175661087036
lounge,dark,2.6666666666666665,0.36505603790283203,nan
mulch,dark,4.5,0.3131033778190613,nan
night,dark,5.333333333333333,0.5478692054748535,0.07351267337799072
orange,dark,3.0,0.5604087114334106,0.416019082069397
paint,dark,4.0,0.3685142397880554,0.07478804141283035
pet,dark,3.3333333333333335,0.3417506515979767,-0.06502123177051544
picture,dark,3.0,0.43732595443725586,0.24239502847194672
pink,dark,3.0,0.5637534856796265,0.48581966757774353
purple,dark,3.3333333333333335,0.607063353061676,0.5528776049613953
rabbit,dark,3.0,0.3700018525123596,0.3080313205718994
ring,dark,2.6666666666666665,0.4023498296737671,0.3038712739944458
rock,dark,3.25,0.43826013803482056,0.17793850600719452
room,dark,3.6666666666666665,0.4456079602241516,0.17634764313697815
screen,dark,3.3333333333333335,0.37318241596221924,0.35296472907066345
shadow,dark,6.25,0.5585718154907227,0.4609161615371704
side,dark,3.25,0.48302528262138367,0.21204476058483124
sky,dark,3.0,0.5444562435150146,0.6307803392410278
snake,dark,4.0,0.37927761673927307,0.42513829469680786
suit,dark,4.333333333333333,0.32517537474632263,0.2468615472316742
sun,dark,2.0,0.4761933982372284,0.7036505937576294
tunnel,dark,3.5,0.41584792733192444,0.5475202798843384
turquoise,dark,3.0,0.5034463405609131,0.3134384751319885
woods,dark,3.5,0.45174652338027954,0.3741292357444763
yard,dark,3.3333333333333335,0.28960251808166504,0.2754901051521301
board,dart,3.0,0.40674132108688354,0.10171158611774445
break,day,2.6666666666666665,0.4140222370624542,0.0006712377071380615
game,day,3.3333333333333335,0.49012649059295654,0.4113450050354004
mom,day,3.0,0.4237326383590698,0.12523631751537323
mother,day,2.0,0.4424777030944824,0.3640904426574707
pastor,day,2.6666666666666665,0.2985759973526001,nan
person,day,4.0,0.5074358582496643,0.3522718548774719
school,day,5.0,0.5029512643814087,0.36743080615997314
ant,dead,3.0,0.3051378130912781,0.2335355132818222
baby,dead,2.3333333333333335,0.4241412878036499,-0.06493579596281052
battery,dead,3.0,0.27627918124198914,-0.011682447046041489
brain,dead,2.6666666666666665,0.3808974027633667,0.2950998544692993
brother,dead,3.0,0.4434816837310791,-0.09564468264579773
bug,dead,4.0,0.3372099995613098,0.09883027523756027
cereal,dead,1.0,0.27081823348999023,0.17443428933620453
dad,dead,3.0,0.4036458134651184,-0.2456921637058258
fish,dead,3.75,0.4365810453891754,0.22524812817573547
flower,dead,2.3333333333333335,0.3558749556541443,0.3353336453437805
fly,dead,3.5,0.37288907170295715,0.1815260946750641
guy,dead,3.0,0.3928537368774414,-0.059852235019207
horse,dead,3.0,0.42174452543258667,0.015413949266076088
leaf,dead,3.75,0.3498413562774658,0.23034417629241943
light,dead,3.0,0.3414592146873474,0.016042623668909073
lip,dead,3.0,0.32423457503318787,0.02975558303296566
man,dead,3.0,0.4622652530670166,0.08262046426534653
mommy,dead,3.0,0.3378719687461853,-0.34335610270500183
obituary,dead,4.0,0.38957101106643677,nan
one,dead,2.5,0.43962961435317993,-0.06826091557741165
ornament,dead,1.6666666666666667,0.2918989062309265,0.14356794953346252
person,dead,3.25,0.4131655991077423,0.1396508812904358
plant,dead,3.0,0.33005043864250183,0.2957921624183655
puppy,dead,2.3333333333333335,0.33998727798461914,0.1598949283361435
rocket,dead,1.6666666666666667,0.3126183748245239,0.19185352325439453
skin,dead,2.6666666666666665,0.3536335527896881,0.3009187877178192
turtle,dead,2.75,0.3544938564300537,0.2391185760498047
worm,dead,3.0,0.3329926133155823,0.3658194839954376
skip,dentist,1.5,0.2835156321525574,0.263552725315094
girl,derby,2.3333333333333335,0.383364737033844,0.2916920781135559
show,detective,2.6666666666666665,0.3374118506908417,nan
button,diamond,1.6666666666666667,0.35804781317710876,0.4061066806316376
piece,diamond,2.3333333333333335,0.31991875171661377,0.31058448553085327
ring,diamond,4.25,0.5080945491790771,0.4469500780105591
rock,diamond,2.25,0.41371726989746094,0.2856024205684662
baby,diaper,5.5,0.6037063002586365,0.2865591049194336
check,diaper,1.5,0.27834323048591614,0.4523528814315796
wipe,diaper,4.0,0.29615530371665955,0.35046112537384033
publisher,dictionary,2.3333333333333335,0.41973114013671875,nan
writer,dictionary,2.0,0.44576287269592285,nan
hole,dig,4.5,0.5079823136329651,0.232879176735878
truck,digger,2.5,0.4769461452960968,0.23702384531497955
pickle,dill,5.5,0.5413771867752075,0.692779541015625
honey,diner,2.0,0.3023081123828888,0.08501823246479034
bowl,dinner,3.3333333333333335,0.4532177448272705,0.12109420448541641
break,dinner,3.3333333333333335,0.3930515646934509,0.13236883282661438
table,dinner,4.333333333333333,0.5406874418258667,0.120122529566288
arm,dinosaur,1.6666666666666667,0.35345661640167236,0.39068564772605896
artifact,dinosaur,4.0,0.4444328546524048,0.4236574172973633
blanket,dinosaur,2.5,0.2965838313102722,0.5632370710372925
bone,dinosaur,2.0,0.518986701965332,0.607410192489624
book,dinosaur,2.5,0.39778661727905273,0.35858190059661865
egg,dinosaur,2.3333333333333335,0.47153252363204956,0.4351077377796173
foot,dinosaur,2.0,0.41483527421951294,0.3723830580711365
head,dinosaur,2.0,0.3791566491127014,0.21736809611320496
hunt,dinosaur,1.3333333333333333,0.38463789224624634,0.4336354434490204
hunter,dinosaur,1.0,0.46625056862831116,0.5791686773300171
leg,dinosaur,2.0,0.4183490574359894,0.355768084526062
map,dinosaur,1.5,0.3435446619987488,0.5830860137939453
movie,dinosaur,2.5,0.4255496859550476,0.2941025495529175
picture,dinosaur,2.25,0.4093260169029236,0.44928470253944397
skull,dinosaur,2.0,0.5313838720321655,0.2878279685974121
sticker,dinosaur,2.3333333333333335,0.4031863808631897,0.5051342844963074
road,dirt,3.5,0.5527750253677368,0.4400058388710022
baby,dirty,3.0,0.3997921943664551,0.021441612392663956
banana,dirty,3.25,0.34655261039733887,-0.06397667527198792
basement,dirty,4.5,0.3919077217578888,0.06304092705249786
basket,dirty,2.6666666666666665,0.2732850909233093,0.039331018924713135
blanket,dirty,3.25,0.37724655866622925,0.01687968522310257
bottom,dirty,4.0,0.40187397599220276,0.10098740458488464
bowl,dirty,3.0,0.26989468932151794,0.04022721201181412
box,dirty,3.5,0.3050661087036133,0.027863599359989166
bubble,dirty,1.6666666666666667,0.27842557430267334,0.12473104894161224
car,dirty,3.75,0.35703733563423157,-0.07651218771934509
cave,dirty,5.666666666666667,0.2871798872947693,0.11695936322212219
cloth,dirty,3.3333333333333335,0.42049533128738403,0.2188306301832199
clothes,dirty,4.0,0.4654543995857239,0.18683075904846191
corner,dirty,3.3333333333333335,0.36360183358192444,0.032993219792842865
crayon,dirty,2.6666666666666665,0.32967519760131836,-0.05500805005431175
cup,dirty,3.3333333333333335,0.29034388065338135,0.021751269698143005
daddy,dirty,3.0,0.3735508322715759,-0.028705663979053497
diaper,dirty,5.0,0.42635226249694824,0.11289748549461365
dish,dirty,3.3333333333333335,0.34748294949531555,0.11806868761777878
face,dirty,3.0,0.36215218901634216,0.0849916860461235
finger,dirty,3.6666666666666665,0.4037010967731476,0.1397208273410797
floor,dirty,4.0,0.367372989654541,0.2448653280735016
food,dirty,1.75,0.38197237253189087,0.12455703318119049
foot,dirty,3.3333333333333335,0.3673191964626312,0.07273326069116592
fox,dirty,3.0,0.2888060212135315,0.17939601838588715
garbage,dirty,5.5,0.509475588798523,0.13861043751239777
girl,dirty,2.6666666666666665,0.3812941312789917,0.06394465267658234
ground,dirty,4.5,0.3613743782043457,0.04530381038784981
guy,dirty,3.0,0.3751949071884155,-0.004784867167472839
hamper,dirty,4.333333333333333,0.33236926794052124,0.21360328793525696
hand,dirty,2.6666666666666665,0.45727595686912537,0.042263735085725784
honey,dirty,1.6666666666666667,0.29797250032424927,0.13888642191886902
key,dirty,2.6666666666666665,0.38375934958457947,0.05870857834815979
laundry,dirty,4.0,0.5660401582717896,0.007684048265218735
mama,dirty,3.3333333333333335,0.373390257358551,-0.045972272753715515
mess,dirty,5.5,0.4787217378616333,0.18241193890571594
milk,dirty,2.0,0.3629285991191864,0.07953761518001556
mitt,dirty,2.6666666666666665,0.28573596477508545,0.15308216214179993
mommy,dirty,2.6666666666666665,0.3967909812927246,-0.013755615800619125
mouse,dirty,4.333333333333333,0.3250705301761627,0.05497286841273308
mouth,dirty,4.333333333333333,0.35203367471694946,0.2197386771440506
movie,dirty,3.5,0.30011844635009766,-0.17630355060100555
nose,dirty,3.6666666666666665,0.3960023522377014,0.19657167792320251
one,dirty,3.0,0.387690007686615,-0.11427916586399078
outside,dirty,3.6666666666666665,0.3163143992424011,0.0492364764213562
pajamas,dirty,3.0,0.3492412269115448,0.17683476209640503
pamper,dirty,4.333333333333333,0.30671438574790955,0.11394080519676208
pants,dirty,3.6666666666666665,0.4688906967639923,0.15773391723632812
panty,dirty,3.0,0.34339702129364014,nan
park,dirty,2.75,0.2544293999671936,-0.1818191260099411
pavement,dirty,4.25,0.33814331889152527,nan
penny,dirty,3.3333333333333335,0.3574472665786743,0.16944153606891632
piggy,dirty,3.6666666666666665,0.3682795763015747,0.1190711185336113
pillow,dirty,4.0,0.3613133430480957,0.04620283469557762
plate,dirty,4.0,0.28750649094581604,0.13066810369491577
player,dirty,3.0,0.26315543055534363,-0.14520472288131714
room,dirty,3.3333333333333335,0.3510257303714752,0.023078370839357376
shirt,dirty,3.25,0.39034509658813477,0.053504813462495804
slide,dirty,3.6666666666666665,0.3274034559726715,-0.05544706806540489
sock,dirty,3.5,0.35481613874435425,0.17475362122058868
spoon,dirty,3.0,0.32580795884132385,0.04945714399218559
straw,dirty,1.5,0.36505526304244995,0.1990424394607544
suit,dirty,3.0,0.3065372109413147,0.13894248008728027
swine,dirty,3.5,0.39132869243621826,nan
table,dirty,3.25,0.34494680166244507,0.034550853073596954
tank,dirty,3.0,0.26661524176597595,0.25728875398635864
tissue,dirty,3.0,0.35185033082962036,0.19711732864379883
town,dirty,3.6666666666666665,0.32401949167251587,0.05306803062558174
tractor,dirty,3.5,0.2490043044090271,-0.006937757134437561
truck,dirty,3.25,0.3568059802055359,-0.04956521838903427
vent,dirty,3.5,0.2784830927848816,0.13193979859352112
water,dirty,4.5,0.42801356315612793,0.08633258938789368
driver,disc,2.6666666666666665,0.36874979734420776,0.3619925379753113
cloth,dish,3.3333333333333335,0.4490354061126709,0.5333259105682373
soap,dish,5.0,0.4423762559890747,0.4228895306587219
wash,dish,3.3333333333333335,0.4317314028739929,0.3132869005203247
washer,dish,4.5,0.5212361812591553,0.8821887373924255
board,diving,3.0,0.3388369381427765,0.32729673385620117
dummy,diving,1.0,0.37158969044685364,nan
kit,doctor,2.75,0.3873688280582428,0.26916155219078064
visit,doctor,3.6666666666666665,0.40357065200805664,0.5170235633850098
file,document,3.5,0.5235365629196167,nan
beach,dog,1.0,0.4176301062107086,0.342070996761322
book,dog,2.3333333333333335,0.4173562824726105,0.12836547195911407
bun,dog,3.0,0.47101810574531555,0.3170613646507263
cheese,dog,1.0,0.45574337244033813,0.27878355979919434
collar,dog,3.0,0.5462343692779541,0.5122073888778687
dance,dog,1.5,0.3755491375923157,0.09637467563152313
dirt,dog,1.5,0.42650240659713745,0.39702653884887695
dish,dog,2.6666666666666665,0.4413428008556366,0.3836333155632019
food,dog,2.6666666666666665,0.4412404000759125,0.3620915710926056
hair,dog,2.75,0.4773100018501282,0.28366556763648987
house,dog,3.3333333333333335,0.48575228452682495,0.3654497265815735
joint,dog,2.5,0.33738815784454346,nan
mama,dog,3.0,0.46881014108657837,0.3146185278892517
park,dog,3.3333333333333335,0.452285498380661,0.334880530834198
person,dog,5.0,0.47025397419929504,0.44418203830718994
poop,dog,2.75,0.5165045261383057,0.31254830956459045
sausage,dog,1.5,0.504864513874054,0.3251934051513672
stand,dog,2.0,0.31861478090286255,0.0319853201508522
sticker,dog,2.5,0.33975839614868164,0.10815811157226562
walk,dog,4.0,0.4513024091720581,0.1640220284461975
bin,doggy,2.75,0.3004002869129181,0.5708649158477783
bone,doggy,2.6666666666666665,0.3802837133407593,0.5664156079292297
food,doggy,3.0,0.3578587770462036,0.27249401807785034
tail,doggy,3.0,0.4214423596858978,0.4054895043373108
barking,dogs,5.333333333333333,0.627798318862915,0.268002986907959
biscuit,dogs,2.75,0.41393452882766724,0.2481672167778015
face,dogs,2.75,0.286700040102005,0.2711864113807678
baby,doll,2.5,0.5702533721923828,0.4913937747478485
dress,doll,2.6666666666666665,0.4848054051399231,0.2904873490333557
house,doll,2.3333333333333335,0.4965924620628357,0.444679319858551
baby,dollar,1.0,0.3917626142501831,0.09701619297266006
clothes,dolly,2.3333333333333335,0.3573751747608185,0.43762141466140747
dress,dolly,3.0,0.2977660894393921,0.3467446565628052
guy,dolly,2.5,0.34959495067596436,0.35222673416137695
house,dolly,2.25,0.3477165400981903,0.3048197627067566
family,dolphin,2.5,0.3384503722190857,0.3992992043495178
show,dolphin,2.0,0.33380842208862305,0.052133865654468536
chair,donut,2.0,0.29202890396118164,0.07645812630653381
bell,door,4.0,0.3850841224193573,0.4430060386657715
car,door,2.3333333333333335,0.5169034600257874,0.5240103006362915
casing,door,2.5,0.37155771255493164,nan
frame,door,3.5,0.4686835706233978,0.2909086346626282
grill,door,1.6666666666666667,0.4168877899646759,0.21746022999286652
handle,door,4.0,0.3955758512020111,0.3107079863548279
key,door,4.25,0.48735561966896057,0.48585274815559387
speaker,door,1.6666666666666667,0.3511902689933777,0.23994743824005127
step,door,3.0,0.5429617762565613,0.27747252583503723
valve,door,3.0,0.4432832598686218,0.14422544836997986
fin,dorsal,4.0,0.5755555033683777,nan
rise,dough,3.3333333333333335,0.34110337495803833,0.4371904730796814
loo,downstairs,3.25,0.443483829498291,nan
egg,dozen,3.0,0.3070509135723114,0.2518814504146576
attack,dragon,1.3333333333333333,0.3335091769695282,0.42216771841049194
bear,dragon,1.0,0.3807719349861145,0.4833378195762634
boy,dragon,1.0,0.4823152720928192,0.37165117263793945
game,dragon,2.0,0.43618255853652954,0.22309288382530212
guy,dragon,1.3333333333333333,0.3798314929008484,0.3695446848869324
picture,dragon,2.0,0.38108766078948975,0.24174745380878448
piece,dragon,2.0,0.3709392547607422,0.1104087084531784
bridge,draw,3.3333333333333335,0.329196035861969,-0.008411752060055733
letter,draw,2.0,0.26687154173851013,0.22161559760570526
picture,draw,3.0,0.3620874881744385,0.21229572594165802
pile,draw,2.6666666666666665,0.3679964542388916,-0.055049724876880646
prize,draw,2.6666666666666665,0.36594992876052856,0.04959247633814812
ticket,draw,3.0,0.2828601598739624,-0.1205393373966217
vans,draw,1.0,0.11302230507135391,nan
board,drawing,3.0,0.4177978038787842,-0.03743373975157738
office,drawing,2.0,0.319764643907547,0.12253766506910324
table,drawing,3.3333333333333335,0.3617088794708252,0.0985671728849411
ballet,dress,3.0,0.4382753372192383,0.212965190410614
clothes,dress,2.75,0.7114446759223938,0.6864786148071289
piece,dress,2.3333333333333335,0.4263140857219696,0.2806800305843353
ring,dress,2.0,0.3597663640975952,0.12298916280269623
gown,dressing,4.0,0.4952489137649536,0.28604164719581604
room,dressing,4.0,0.5574170351028442,-0.13537032902240753
table,dressing,3.3333333333333335,0.33856990933418274,0.05536608770489693
horse,driving,2.0,0.3563718795776367,0.3789128363132477
instructor,driving,2.75,0.2669164836406708,nan
boy,drool,2.3333333333333335,0.3037567734718323,0.3980191946029663
curtain,drop,2.5,0.34901928901672363,-0.18887972831726074
alcohol,drug,2.5,0.6562479734420776,nan
body,drum,2.0,0.35181474685668945,0.3605705499649048
stick,drum,2.6666666666666665,0.42143547534942627,-0.0008560717105865479
boy,drummer,2.5,0.47739630937576294,0.38337066769599915
coat,duffel,2.5,0.5733797550201416,0.0833117812871933
dragon,dummy,2.0,0.39659982919692993,nan
truck,dump,3.0,0.480709969997406,0.30996352434158325
buggy,dune,4.0,0.4910215735435486,nan
ball,dust,2.3333333333333335,0.4061622619628906,0.16918730735778809
rag,dust,3.0,0.4403893053531647,0.44199103116989136
wagon,dust,1.5,0.3678170442581177,0.3389981985092163
man,dustbin,2.0,0.3726363778114319,nan
tree,dwarf,2.75,0.4012552499771118,nan
drum,ear,3.0,0.44104617834091187,0.42176926136016846
elephant,ear,2.0,0.3999021649360657,0.48315227031707764
hole,ear,3.25,0.3860069811344147,0.38775181770324707
infection,ear,3.25,0.48768287897109985,0.2476225048303604
lobe,ear,4.666666666666667,0.534797728061676,nan
phone,ear,3.25,0.4372904300689697,0.48564350605010986
plug,ear,3.0,0.37100672721862793,0.41759374737739563
ring,ear,4.0,0.4543551802635193,0.49528926610946655
worm,earth,5.0,0.39881426095962524,0.5718560218811035
food,eat,7.0,0.5568915605545044,0.2770026922225952
piece,edge,2.5,0.4081246852874756,0.6245999336242676
box,egg,2.25,0.4298042058944702,0.1913371980190277
bread,egg,1.5,0.4415741562843323,0.5439851880073547
button,egg,1.25,0.3571150600910187,0.24800077080726624
salad,egg,3.0,0.4677945673465729,0.5236347913742065
shell,egg,4.5,0.5234038233757019,0.6504570245742798
soup,egg,3.0,0.4648588299751282,0.5361823439598083
white,egg,2.3333333333333335,0.41277217864990234,0.3208349347114563
yard,egg,1.3333333333333333,0.31947240233421326,0.1930513083934784
piece,eight,2.5,0.2789885699748993,0.26868581771850586
hair,elbow,2.0,0.3690909147262573,0.5749636888504028
firm,electronics,3.5,0.3456704616546631,nan
